tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_modelo_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio,fecha_recup,dias
DENUNCIA DE ROBO O HURTO,2018-04-09,2017-12-20,LA MATANZA Nº 08,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,PEUGEOT,208,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Masculino,1980.0,ARGENTINA,1.0,2018-07-31,113 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-25,2013-09-26,OLIVOS Nº 06,Buenos Aires,Nacional,2013.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,OLIVOS,BUENOS AIRES,Femenino,1974.0,ARGENTINA,1.0,2018-05-17,22 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-27,2013-08-27,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2013.0,SEDAN 4 P,CHEVROLET,ONIX,Privado,Física,CLAYPOLE,BUENOS AIRES,Masculino,1960.0,ARGENTINA,1.0,2018-10-08,164 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2011-06-02,MORENO Nº 2,Buenos Aires,Importado,2011.0,SEDAN 4 P,CHEVROLET,AVEO,Privado,Física,MORENO,BUENOS AIRES,Masculino,1978.0,ARGENTINA,1.0,2019-02-05,301 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-26,2015-02-04,FLORENCIO VARELA Nº 2,Buenos Aires,Protocolo 21,2015.0,SEDAN 4 P,CHEVROLET,ONIX,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1983.0,ARGENTINA,1.0,2018-06-25,60 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-11,2013-10-11,AVELLANEDA Nº 5,Buenos Aires,Nacional,2013.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,PIÑEIRO,BUENOS AIRES,Masculino,1981.0,ARGENTINA,1.0,2019-03-12,335 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-24,2016-08-23,AVELLANEDA Nº 5,Buenos Aires,Protocolo 21,2016.0,SEDAN 4 P,PEUGEOT,208,Privado,Física,AVELLANEDA,BUENOS AIRES,Femenino,1958.0,ARGENTINA,1.0,2018-06-15,52 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-11,2009-10-13,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2009.0,SEDAN 3 P,FORD,KA,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1944.0,ARGENTINA,1.0,2019-09-17,524 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-27,2011-07-14,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Importado,2011.0,SEDAN 4 P,VOLKSWAGEN,VENTO,Privado,Física,ITUZAINGO,BUENOS AIRES,Masculino,1967.0,ARGENTINA,1.0,2018-07-04,68 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2012-09-12,LANUS Nº 7,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,RENAULT,SANDERO,Privado,Física,LANUS,BUENOS AIRES,No aplica,1971.0,ARGENTINA,1.0,2018-05-17,37 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-25,2013-01-29,QUILMES Nº 8,Buenos Aires,Nacional,2013.0,SEDAN 4 P,FIAT,SIENA,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1948.0,ARGENTINA,1.0,2018-05-31,36 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-11,2005-11-23,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,2005.0,SEDAN 3 P,SUZUKI,FUN,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1964.0,ARGENTINA,0.0,2018-11-29,232 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-27,2005-03-04,LOMAS DE ZAMORA Nº 8,Buenos Aires,Nacional,2005.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,TEMPERLEY,BUENOS AIRES,Femenino,1980.0,ARGENTINA,1.0,2018-08-06,101 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2007-01-24,LA MATANZA Nº 12,Buenos Aires,Nacional,2007.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,VILLA E. MADERO,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1.0,2018-06-04,55 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-12,1998-12-11,LA PLATA Nº 14,Buenos Aires,Nacional,1998.0,SEDAN 4 P,FIAT,DUNA,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1968.0,ARGENTINA,1.0,2019-01-21,284 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-06,2018-02-02,LOMAS DE ZAMORA Nº 9,Buenos Aires,Protocolo 21,2018.0,SEDAN 4 P,VOLKSWAGEN,POLO,Privado,Física,TEMPERLEY - LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1983.0,ARGENTINA,1.0,2018-07-13,98 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-23,2010-10-22,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2010.0,SEDAN 3 P,VOLKSWAGEN,FOX,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1973.0,ARGENTINA,1.0,2018-12-20,241 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-09,2018-02-28,QUILMES Nº 9,Buenos Aires,Protocolo 21,2018.0,SEDAN 4 P,RENAULT,KWID,Privado,Física,EZPELETA,BUENOS AIRES,Femenino,1991.0,ARGENTINA,1.0,2018-12-12,247 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-23,2011-01-04,LA MATANZA Nº 13,Buenos Aires,Nacional,2011.0,SEDAN 4 P,CHEVROLET,AGILE,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1971.0,ARGENTINA,1.0,2018-10-01,161 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-24,2013-04-12,LA MATANZA Nº 13,Buenos Aires,Nacional,2013.0,SEDAN 4 P,FIAT,SIENA,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1954.0,ARGENTINA,1.0,2018-10-03,162 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-25,1999-12-13,LA MATANZA Nº 13,Buenos Aires,Importado,1999.0,SEDAN 4 P,FORD,FOCUS,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1981.0,ARGENTINA,1.0,2018-11-12,201 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-11,2017-07-04,CAPITAL FEDERAL Nº 022,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 4 P,CHEVROLET,ONIX,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1978.0,ARGENTINA,1.0,2019-09-18,525 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-23,2017-10-17,CAPITAL FEDERAL Nº 024,Ciudad Autónoma de Bs.As.,Nacional,2017.0,PICK UP,VOLKSWAGEN,AMAROK,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1990.0,ARGENTINA,1.0,2018-07-13,81 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-03,2018-02-15,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Bs.As.,Protocolo 21,2018.0,SEDAN 4 P,FORD,FIESTA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1983.0,ARGENTINA,1.0,2018-08-07,126 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-19,2007-04-13,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Nacional,2007.0,SEDAN 4 P,PEUGEOT,206,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1946.0,ARGENTINA,1.0,2019-04-25,371 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-19,2012-05-30,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 4 P,FIAT,SIENA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1974.0,ARGENTINA,0.0,2018-09-05,139 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-27,2015-05-26,CORDOBA Nº 05,Córdoba,Nacional,2015.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,CORDOBA,CORDOBA,Masculino,1960.0,ARGENTINA,1.0,2018-06-06,40 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2009-05-19,CORDOBA Nº 09,Córdoba,Protocolo 21,2009.0,SEDAN 3 P,FORD,KA,Privado,Física,CORDOBA,CORDOBA,Masculino,1944.0,ARGENTINA,1.0,2018-06-14,65 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-13,2006-10-09,ONCATIVO,Córdoba,Nacional,2006.0,SEDAN 4 P,CITROEN,BERLINGO,Privado,Física,ONCATIVO,CORDOBA,Femenino,1960.0,ARGENTINA,0.0,2018-07-30,108 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-09,2017-02-24,TRELEW Nº 3,Chubut,Protocolo 21,2017.0,SEDAN 4 P,RENAULT,DUSTER,Privado,Física,TRELEW,CHUBUT,Masculino,1939.0,ARGENTINA,1.0,2018-05-21,42 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2010-04-30,COLON,Entre Ríos,Protocolo 21,2010.0,SEDAN 4 P,FORD,ECOSPORT,Privado,Física,SAN JOSE,ENTRE RIOS,Masculino,1986.0,ARGENTINA,1.0,2018-08-27,139 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-04,2012-08-27,GENERAL ACHA,La Pampa,Importado,2012.0,SEDAN 4 P,CHEVROLET,CRUZE,Privado,Física,GENERAL ACHA,LA PAMPA,Masculino,1954.0,ARGENTINA,1.0,2018-05-03,29 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-13,2005-07-28,PLOTTIER Nº 1,Neuquén,Protocolo 21,2005.0,PICK UP,CHEVROLET,S10,Privado,Física,PLOTTIER,NEUQUEN,Masculino,1950.0,CHILE,1.0,2019-02-26,319 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-04,2018-01-12,RIO GRANDE Nº 1,Tierra del Fuego,Importado,2018.0,SEDAN 4 P,PEUGEOT,301 ALLURE 1.6 HDI,Privado,Física,RIO GRANDE,T.DEL FUEGO,Masculino,1947.0,ARGENTINA,1.0,2018-06-18,75 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-04,2012-04-26,FLORENCIO VARELA Nº 1,Buenos Aires,Protocolo 21,2012.0,UTILITARIO,FIAT,UNO,Privado,Física,FLORENCIO VARELA - PARTIDO: FLORENCIO VA,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1.0,2018-09-05,124 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-11,1993-10-06,LA PLATA Nº 02,Buenos Aires,Nacional,1993.0,PICK UP,FORD,F-100,Privado,Física,LA PLATA - PARTIDO: LA PLATA,BUENOS AIRES,No aplica,1959.0,ARGENTINA,0.0,2018-05-30,19 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-30,2016-04-22,LANUS Nº 1,Buenos Aires,Protocolo 21,2016.0,SEDAN 3 P,VOLKSWAGEN,TAKE,Privado,Física,LANUS,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1.0,2018-11-26,180 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-22,2016-12-27,MERLO Nº 1,Buenos Aires,Importado,2016.0,SEDAN 4 P,FORD,FIESTA,Privado,Física,PONTEVEDRA,BUENOS AIRES,Masculino,1973.0,ARGENTINA,1.0,2018-08-09,79 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-10,2011-01-25,MORON Nº 02,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 P,RENAULT,LOGAN,Privado,Física,MORON,BUENOS AIRES,Masculino,1956.0,ARGENTINA,1.0,2018-06-28,49 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-17,2009-11-18,MORON Nº 02,Buenos Aires,Nacional,2009.0,SEDAN 4 P,CHEVROLET,CORSA,Privado,Física,MORON,BUENOS AIRES,Femenino,1977.0,ARGENTINA,1.0,2018-07-27,71 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-16,1994-06-23,OLAVARRIA Nº 1,Buenos Aires,Nacional,1994.0,SEDAN 4 P,FIAT,DUNA,Privado,Física,OLAVARRIA,BUENOS AIRES,Masculino,1979.0,ARGENTINA,1.0,2018-10-09,146 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-02,2012-01-12,SAN MIGUEL Nº 2,Buenos Aires,Importado,2012.0,SEDAN 4 P,CHERY,QQ,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1971.0,ARGENTINA,1.0,2018-08-28,118 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,2006-10-25,SAN ISIDRO Nº 03,Buenos Aires,Nacional,2006.0,SEDAN 4 P,VOLKSWAGEN,POLO,Privado,Física,MARTINEZ,BUENOS AIRES,Femenino,1976.0,ARGENTINA,1.0,2018-11-23,179 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-10,2000-07-12,QUILMES Nº 4,Buenos Aires,Protocolo 21,2000.0,SEDAN 3 P,FORD,KA,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1966.0,ARGENTINA,1.0,2018-08-30,112 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,2000-07-06,AVELLANEDA Nº 3,Buenos Aires,Nacional,2000.0,SEDAN 4 P,RENAULT,RENAULT 19,Privado,Física,DOCK SUD,BUENOS AIRES,Femenino,1993.0,ARGENTINA,1.0,2018-11-01,157 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-02,1994-01-24,MORON Nº 05,Buenos Aires,Nacional,1994.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,HAEDO,BUENOS AIRES,Masculino,1994.0,ARGENTINA,1.0,2018-05-18,16 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-11,2011-02-28,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 P,HONDA,CITY,Privado,Física,TEMPERLEY,BUENOS AIRES,Femenino,1971.0,ARGENTINA,1.0,2018-07-04,54 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-14,2011-04-27,ESCOBAR Nº 1,Buenos Aires,Importado,2011.0,SEDAN 4 P,VOLKSWAGEN,BORA,Privado,Física,GARIN.- ESCOBAR,BUENOS AIRES,Masculino,1974.0,ARGENTINA,1.0,2019-05-07,358 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-17,2014-07-08,LANUS Nº 5,Buenos Aires,Protocolo 21,2014.0,SEDAN 4 P,PEUGEOT,208,Privado,Física,LANUS OESTE,BUENOS AIRES,Masculino,1993.0,ARGENTINA,1.0,2019-08-02,442 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-10,2007-04-18,TRES DE FEBRERO Nº 4,Buenos Aires,Protocolo 21,2007.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1993.0,ARGENTINA,1.0,2018-10-22,165 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-21,2018-02-14,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2018.0,SEDAN 4 P,VOLKSWAGEN,HIGH,Privado,Física,BURZACO,BUENOS AIRES,Masculino,1983.0,ARGENTINA,1.0,2018-07-16,56 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-31,2012-05-28,FLORENCIO VARELA Nº 2,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1996.0,ARGENTINA,1.0,2018-12-19,202 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-23,1999-02-26,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,1999.0,SEDAN 3 P,CHEVROLET,CORSA,Privado,Física,LUIS GUILLON,BUENOS AIRES,Femenino,1989.0,ARGENTINA,1.0,2019-02-27,280 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,2012-07-25,AVELLANEDA Nº 6,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,VILLA DOMINICO,BUENOS AIRES,Masculino,1987.0,ARGENTINA,1.0,2018-07-24,57 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-18,2013-01-07,SAN MARTIN Nº 7,Buenos Aires,Nacional,2013.0,FURGON,CITROEN,BERLINGO,Privado,Física,SAN MARTIN,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1.0,2019-05-09,356 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-09,2015-08-21,LA MATANZA Nº 10,Buenos Aires,Nacional,2015.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,LA MATANZA,BUENOS AIRES,Masculino,1978.0,ARGENTINA,1.0,2019-01-23,259 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-03,1993-10-19,HURLINGHAM Nº 2 (EX. MORON Nº 10),Buenos Aires,Nacional,1993.0,COUPE,FIAT,UNO,Privado,Física,MORÓN,BUENOS AIRES,Masculino,1984.0,ARGENTINA,1.0,2018-11-26,207 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-18,2010-11-17,QUILMES Nº 8,Buenos Aires,Protocolo 21,2010.0,FURGON,FIAT,FIORINO,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1989.0,ARGENTINA,1.0,2018-05-24,6 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-10,1997-10-14,SAN ISIDRO Nº 09,Buenos Aires,Protocolo 21,1997.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,VILLA ADELINA SAN ISIDRO,BUENOS AIRES,Masculino,1985.0,ARGENTINA,1.0,2018-10-02,145 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-08,2009-06-30,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,2009.0,SEDAN 4 P,RENAULT,SANDERO,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1967.0,ARGENTINA,1.0,2019-01-08,245 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-24,2009-11-19,TRES DE FEBRERO Nº 6,Buenos Aires,Nacional,2009.0,SEDAN 4 P,PEUGEOT,307,Privado,Física,PABLO PODESTA,BUENOS AIRES,Masculino,1994.0,ARGENTINA,1.0,2018-07-04,41 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-16,2011-05-20,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2011.0,FURGON,CITROEN,BERLINGO,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1980.0,ARGENTINA,1.0,2019-05-14,363 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-23,2015-10-27,LA MATANZA Nº 12,Buenos Aires,Nacional,2015.0,FURGON,CITROEN,BERLINGO,Privado,Física,VILLA EDUARDO MADERO,BUENOS AIRES,Femenino,1991.0,ARGENTINA,1.0,2018-12-11,202 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-29,2014-06-11,BERISSO Nº 2,Buenos Aires,Nacional,2014.0,SEDAN 4 P,CHEVROLET,CLASSIC,Privado,Física,BERISSO,BUENOS AIRES,Masculino,1974.0,ARGENTINA,1.0,2018-09-13,107 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-21,2013-07-17,LOMAS DE ZAMORA Nº 9,Buenos Aires,Nacional,2013.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1990.0,ARGENTINA,0.0,2018-09-28,130 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-04,1999-03-26,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,1999.0,SEDAN 3 P,FORD,KA,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Femenino,1976.0,ARGENTINA,1.0,2018-08-21,109 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-23,2001-04-10,CAMPANA Nº 3,Buenos Aires,Nacional,2001.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1985.0,ARGENTINA,1.0,2019-01-25,247 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-04,2011-07-18,CAPITAL FEDERAL Nº 003,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 3 P,PEUGEOT,207,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1990.0,ARGENTINA,1.0,2018-09-19,138 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-02,2011-01-03,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Bs.As.,Importado,2011.0,SEDAN 4 P,VOLKSWAGEN,BORA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1981.0,BOLIVIA,1.0,2019-04-08,341 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,2014-03-10,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 4 P,RENAULT,DUSTER,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1968.0,BOLIVIA,1.0,2018-09-20,115 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,2002-01-04,CAPITAL FEDERAL Nº 017,Ciudad Autónoma de Bs.As.,Importado,2002.0,FAMILIAR,VOLKSWAGEN,SHARAN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1972.0,ARGENTINA,0.0,2018-08-16,80 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,2007-07-11,CAPITAL FEDERAL Nº 031,Ciudad Autónoma de Bs.As.,Importado,2007.0,SEDAN 4 P,VOLKSWAGEN,BORA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1970.0,ARGENTINA,1.0,2019-03-21,297 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-14,2018-03-08,CAPITAL FEDERAL Nº 033,Ciudad Autónoma de Bs.As.,Importado,2018.0,SEDAN 4 P,VOLKSWAGEN,GOLF,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1987.0,ARGENTINA,1.0,2018-08-16,94 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-02,2015-06-22,CAPITAL FEDERAL Nº 037,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1963.0,ARGENTINA,1.0,2018-10-03,154 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-29,2015-11-17,CAPITAL FEDERAL Nº 040,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1989.0,BOLIVIA,1.0,2019-08-16,444 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-24,2016-08-09,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 4 P,CITROEN,C3,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1973.0,ARGENTINA,1.0,2018-07-17,54 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-23,1988-03-24,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Nacional,1988.0,SEDAN 4 P,RENAULT,RENAULT 9,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1975.0,ARGENTINA,1.0,2018-10-12,142 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-17,2014-04-25,CAPITAL FEDERAL Nº 070,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 4 P,CHEVROLET,PRISMA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1958.0,ARGENTINA,1.0,2018-11-01,168 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-11,2010-07-15,CAPITAL FEDERAL Nº 095,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 4 P,HONDA,FIT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1965.0,ARGENTINA,1.0,2018-08-03,84 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-21,2015-05-18,CORDOBA Nº 03,Córdoba,Protocolo 21,2015.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,CORDOBA CAPITAL,CORDOBA,Masculino,1993.0,ARGENTINA,1.0,2018-07-23,63 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-03,2017-01-18,CORDOBA Nº 04,Córdoba,Protocolo 21,2017.0,SEDAN 4 P,CITROEN,C3,Privado,Física,CORDOBA,CORDOBA,Femenino,1946.0,ARGENTINA,1.0,2018-10-05,155 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-29,2017-06-08,CORDOBA Nº 13,Córdoba,Nacional,2017.0,PICK UP,TOYOTA,HILUX,Privado,Física,CORDOBA,CORDOBA,Masculino,1979.0,ARGENTINA,1.0,2018-07-10,42 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-29,1999-05-11,CORDOBA Nº 18,Córdoba,Nacional,1999.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,CORDOBA,CORDOBA,Femenino,1957.0,ARGENTINA,1.0,2018-07-03,35 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-29,2005-03-10,CORDOBA Nº 18,Córdoba,Nacional,2005.0,SEDAN 4 P,RENAULT,MEGANE,Privado,Física,CORDOBA,CORDOBA,Masculino,1988.0,ARGENTINA,1.0,2018-06-15,17 days 00:00:00.000000000
