tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_indec_id,titular_pais_nacimiento_indec_id
COMUNICACIÓN DE RECUPERO,2018-04-09,1997-08-29,1295,EZEIZA Nº 2,Buenos Aires,Nacional,1997.0,11.0,SEDAN 2 PTAS,17,FIAT,50,UNO S 3P(CONFORT) 1.4,1.0,Privado,Física,LA UNION,BUENOS AIRES,No identificado,1984.0,Argentina,100,6,ARG
COMUNICACIÓN DE RECUPERO,2018-04-05,2010-04-29,2003,CAPITAL FEDERAL Nº 003,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,22.0,SEDAN 3 PTAS,047,FORD,815,KA FLY VIRAL 1.0L,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2013.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-26,2013-04-26,2005,CAPITAL FEDERAL Nº 005,Ciudad Autónoma de Bs.As.,Nacional,2013.0,17.0,SEDAN 5 PUERTAS,37,RENAULT,YJ,CLIO MIO 5P EXPRESSION PACK II,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1990.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-18,2010-01-27,2005,CAPITAL FEDERAL Nº 005,Ciudad Autónoma de Bs.As.,Importado,2010.0,4.0,RURAL 5 PTAS,136,VOLKSWAGEN,324,SHARAN 1.8 T,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-16,1998-08-14,2007,CAPITAL FEDERAL Nº 007,Ciudad Autónoma de Bs.As.,Protocolo 21,1998.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,202,GOL GL 1.6 MI,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1963.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-26,2017-01-27,2006,CAPITAL FEDERAL Nº 006,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,5.0,SEDAN 5 PUERTAS,104,PEUGEOT,784,208 GT 1.6 THP,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1953.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-16,2013-08-02,2008,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,2.0,SEDAN 4 PUERTAS,047,FORD,767,FIESTA MAX 1.6L EDGE PLUS,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-25,2012-10-26,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,4.0,RURAL 5 PTAS,112,RENAULT,834,DUSTER DYNAMIQUE 1.6 4X2,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-19,2013-03-21,2013,CAPITAL FEDERAL Nº 013,Ciudad Autónoma de Bs.As.,Nacional,2013.0,22.0,FURGON,37,RENAULT,UT,KANGOO GRAND CONFORT 1.5 DCI 2P,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1971.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-17,2001-08-09,2013,CAPITAL FEDERAL Nº 013,Ciudad Autónoma de Bs.As.,Importado,,,SEDAN 4 PTAS,,MITSUBISHI,,GALANT,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-13,1996-04-15,2026,CAPITAL FEDERAL Nº 026,Ciudad Autónoma de Bs.As.,Protocolo 21,1994.0,,UTILITARIO,044,FIAT,141,DUCATO,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1998.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-05,2003-10-09,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2003.0,4.0,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-06,2013-03-07,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2013.0,22.0,FURGON,34,PEUGEOT,LJ,PARTNER CONFORT HDI 1.6,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-11,2006-06-29,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,211,GOLF 1.6,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-24,1998-06-04,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,1998.0,17.0,SEDAN 4 PUERTAS,17,FIAT,25,PALIO EL  5P 1.7 TD,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-25,2010-07-29,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2010.0,17.0,SEDAN 5 PUERTAS,07,CITROEN,71,C4 5P 1.6I 16V X,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-25,1974-02-11,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,1974.0,20.0,PICK UP,08,CHEVROLET,25,CHEVROLET /10,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-23,2014-09-11,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,5.0,SEDAN 5 PUERTAS,104,PEUGEOT,708,208 FELINE 1.6 N PACK CUIR,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1963.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-13,2009-01-06,2037,CAPITAL FEDERAL Nº 037,Ciudad Autónoma de Bs.As.,Importado,2009.0,2.0,SEDAN 4 PTAS,136,VOLKSWAGEN,285,BORA 2.0,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2017.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-04,2013-02-25,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Nacional,2013.0,17.0,SEDAN 5 PTAS,07,CITROEN,17,BERLINGO MULTISPACE 1.6I SX PACK AM53,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-06,2012-12-18,2044,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,495,GOL TREND 1.6 GP,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1997.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-25,2008-11-06,2044,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Nacional,2008.0,17.0,SEDAN 5 PTAS,34,PEUGEOT,FD,307 XS 1.6 5P 110CV,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1912.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-12,2012-01-17,2045,CAPITAL FEDERAL Nº 045,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,30.0,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-18,2013-02-25,2049,CAPITAL FEDERAL Nº 049,Ciudad Autónoma de Bs.As.,Nacional,2013.0,18.0,SEDAN 3 PUERTAS,34,PEUGEOT,LY,207 COMPACT ACTIVE 1.4 N 3P,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-18,2011-06-28,2051,CAPITAL FEDERAL Nº 051,Ciudad Autónoma de Bs.As.,Importado,2011.0,5.0,SEDAN 5 PTAS,047,FORD,908,FIESTA KINETIC DESIGN TITANIUM,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-03,2015-11-18,2057,CAPITAL FEDERAL Nº 057,Ciudad Autónoma de Bs.As.,Importado,2015.0,2.0,SEDAN 4 PUERTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1979.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-04,2013-01-03,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Nacional,2013.0,17.0,SEDAN 5 PUERTAS,53,VOLKSWAGEN,TI,SURAN 1.6L 5D             768,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1977.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-19,2015-08-26,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,5.0,SEDAN 5 PUERTAS,024,CHEVROLET,617,ONIX 1.4 N LTZ,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1977.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-17,1998-09-16,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Importado,1998.0,10.0,TODO TERRENO,072,KIA,041,GRAND SPORTAGE,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1977.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-05,2012-03-05,2062,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Nacional,2012.0,12.0,SEDAN 4 PTAS,08,CHEVROLET,DK,CLASSIC 4 PTAS LT SPIRIT 1.4N,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-10,2010-12-07,2062,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2013.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-26,2015-06-22,2062,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,13.0,FURGON,063,IVECO,277,DAILY 55C16 PASO 3950,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-12,1998-11-17,2066,CAPITAL FEDERAL Nº 066,Ciudad Autónoma de Bs.As.,Nacional,1998.0,12.0,SEDAN 4 PTAS,34,PEUGEOT,61,306 XRD4P,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1958.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-23,2008-12-17,2070,CAPITAL FEDERAL Nº 070,Ciudad Autónoma de Bs.As.,Nacional,2008.0,17.0,SEDAN 5 PTAS,34,PEUGEOT,JP,207 COMPACT XT 1.6 5P,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-26,2011-04-07,2071,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Nacional,2011.0,17.0,SEDAN 5 PUERTAS,53,VOLKSWAGEN,ND,SURAN 1.6L 5D 11C,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-09,2012-06-13,2076,CAPITAL FEDERAL Nº 076,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,4.0,RURAL 5 PTAS,112,RENAULT,834,DUSTER DYNAMIQUE 1.6 4X2,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1997.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-16,2000-06-23,2077,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Importado,2000.0,2.0,SEDAN 4 PTAS,055,HONDA,001,CIVIC EX,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-04,2011-06-03,2080,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,5.0,SEDAN 5 PTAS,044,FIAT,732,PUNTO ESSENCE 1.6 16V,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1988.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-09,2008-10-23,2080,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Protocolo 21,2008.0,5.0,SEDAN 5 PTAS,127,SUZUKI,706,FUN 1.4,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1988.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-18,2014-06-25,2080,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Nacional,2014.0,22.0,FURGON,37,RENAULT,ZF,KANGOO PH3 CONFORT 1.6 5ASIENTOS 2P,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1977.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-05,2016-01-11,2081,CAPITAL FEDERAL Nº 081,Ciudad Autónoma de Bs.As.,Nacional,2016.0,17.0,SEDAN 5 PUERTAS,34,PEUGEOT,NK,308 ALLURE 1.6 HDI,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2009.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-17,2010-01-26,2084,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,5.0,SEDAN 5 PTAS,055,HONDA,A19,FIT LX,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-11,2012-10-30,2091,CAPITAL FEDERAL Nº 091,Ciudad Autónoma de Bs.As.,Nacional,2012.0,17.0,SEDAN 5 PTAS,34,PEUGEOT,MG,207 COMPACT FELINE 1.4 HDI 5P,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1973.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-19,1998-01-15,2090,CAPITAL FEDERAL Nº 090,Ciudad Autónoma de Bs.As.,Nacional,1998.0,17.0,SEDAN 5 PTAS,19,FORD,63,ESCORT CLX 1.8 5P. N 45B,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1957.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-20,2006-11-10,2090,CAPITAL FEDERAL Nº 090,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,5.0,SEDAN 5 PTAS,047,FORD,585,FIESTA EDGE PLUS 5P,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966.0,Argentina,100,2,ARG
COMUNICACIÓN DE RECUPERO,2018-04-11,2002-07-18,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2002.0,12.0,SEDAN 4 PUERTAS,08,CHEVROLET,AJ,CORSA CLASSIC 4P BASE 1.7D,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-11,2013-09-10,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,5.0,SEDAN 5 PUERTAS,024,CHEVROLET,617,ONIX 1.4 N LTZ,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-06,2013-01-21,2096,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-20,2005-11-17,2097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,5.0,SEDAN 5 PTAS,024,CHEVROLET,357,ASTRA GL 2.0,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-24,2005-06-24,2097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Nacional,2005.0,20.0,PICK-UP,19,FORD,SH,RANGER DC 4X4 XLT 2.8L D,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-03,2012-01-26,2097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,4.0,RURAL 5 PTAS,112,RENAULT,831,DUSTER PRIVILEGE 2.0 4X2,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-16,2013-03-21,2097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,22.0,SEDAN 3 PTAS,136,VOLKSWAGEN,463,GOL 1.4 L,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1961.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-27,2014-10-29,2097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Importado,2014.0,2.0,SEDAN 4 PUERTAS,136,VOLKSWAGEN,285,BORA 2.0,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2018-04-06,1993-07-13,4005,CORDOBA Nº 01,Córdoba,Nacional,1993.0,18.0,SEDAN 3 PTAS,53,VOLKSWAGEN,11,GOL GL,1.0,Privado,Física,CORDOBA,CORDOBA,Masculino,1982.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-06,2011-12-19,4006,CORDOBA Nº 02,Córdoba,Protocolo 21,2011.0,2.0,SEDAN 4 PUERTAS,104,PEUGEOT,585,207 COMPACT XT 1.6,1.0,Privado,Física,CORDOBA,CORDOBA,Masculino,1977.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-24,2005-11-24,4006,CORDOBA Nº 02,Córdoba,Protocolo 21,2005.0,11.0,PICK UP,024,CHEVROLET,322,S10 2.8 DLX 4X4 T.I. (CAB.DOBLE),1.0,Privado,Jurídica,CORDOBA,CORDOBA,No aplica,1992.0,No aplica,100,14,
COMUNICACIÓN DE RECUPERO,2018-04-12,1996-08-06,4026,RIO CUARTO Nº 1,Córdoba,Nacional,1996.0,12.0,SEDAN 4 PTAS,53,VOLKSWAGEN,12,POINTER CL,1.0,Privado,Física,RIO CUARTO,CORDOBA,Masculino,1983.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-16,2012-04-26,4040,CORDOBA Nº 08,Córdoba,Nacional,2012.0,17.0,SEDAN 5 PTAS,19,FORD,VB,"FOCUS TREND PLUS 1,8L DIESEL",1.0,Privado,Física,CORDOBA,CORDOBA,Masculino,1981.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-24,2002-09-03,4053,CORDOBA Nº 13,Córdoba,Protocolo 21,2002.0,11.0,PICK-UP,024,CHEVROLET,321,S10 2.8 DLX T.I. (CABINA DOBLE),1.0,Privado,Jurídica,CORDOBA,CORDOBA,No aplica,1992.0,No aplica,100,14,
COMUNICACIÓN DE RECUPERO,2018-04-12,2006-04-18,4061,CORDOBA Nº 18,Córdoba,Protocolo 21,2006.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,359,CROSSFOX 1.6,1.0,Privado,Física,CORDOBA,CORDOBA,Femenino,1989.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-13,2012-01-10,4062,CORDOBA Nº 19,Córdoba,Nacional,2012.0,22.0,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6 CD AA DA SVT1PL(600KG,1.0,Privado,Física,CORDOBA CAPITAL,CORDOBA,Femenino,1986.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-10,2013-01-08,4068,COSQUIN Nº 2,Córdoba,Protocolo 21,2013.0,4.0,RURAL 5 PUERTAS,112,RENAULT,883,DUSTER CONFORT PLUS 1.6 4X2,1.0,Privado,Física,TANTI,CORDOBA,Femenino,1975.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-24,2015-06-30,4075,CORDOBA Nº 22,Córdoba,Protocolo 21,2015.0,5.0,SEDAN 5 PUERTAS,027,CITROEN,303,C3 PICASSO 1.6 VTI 115 EXC. PACK,1.0,Privado,Física,CORDOBA,CORDOBA,Masculino,1977.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-19,2001-05-04,4078,CORDOBA Nº 24,Córdoba,Nacional,2001.0,20.0,PICK-UP,19,FORD,HV,RANGER XLT S/C 4X2 N,1.0,Privado,Jurídica,CORDOBA,CORDOBA,No aplica,1992.0,No aplica,100,14,
COMUNICACIÓN DE RECUPERO,2018-04-27,2005-07-28,4082,VILLA ALLENDE Nº 2,Córdoba,Protocolo 21,2005.0,4.0,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1.0,Privado,Física,LA CALERA,CORDOBA,No identificado,1992.0,Argentina,100,14,ARG
COMUNICACIÓN DE RECUPERO,2018-04-16,2011-08-03,7006,PUERTO MADRYN Nº 1,Chubut,Importado,2011.0,2.0,SEDAN 4 PTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1.0,Privado,Física,PUERTO MADRYN,CHUBUT,Femenino,1971.0,Argentina,100,26,ARG
COMUNICACIÓN DE RECUPERO,2018-04-13,2010-02-23,13011,MENDOZA Nº 05,Mendoza,Nacional,2010.0,21.0,UTILITARIO,08,CHEVROLET,CD,CORSA CLASSIC 3 P CARGO1.4N,1.0,Privado,Jurídica,GODOY CRUZ,MENDOZA,No aplica,2013.0,No aplica,100,50,
COMUNICACIÓN DE RECUPERO,2018-04-12,2013-10-31,13013,MENDOZA Nº 07,Mendoza,Protocolo 21,2013.0,5.0,SEDAN 5 PUERTAS,044,FIAT,725,UNO 1.4 8V,1.0,Privado,Jurídica,CIUDAD,MENDOZA,No aplica,1966.0,No aplica,100,50,
COMUNICACIÓN DE RECUPERO,2018-04-23,2010-04-07,15007,NEUQUEN Nº 4,Neuquén,Protocolo 21,2010.0,2.0,SEDAN 4 PUERTAS,024,CHEVROLET,419,VECTRA CD 2.4,1.0,Privado,Física,,NEUQUEN,Femenino,1951.0,Argentina,100,58,ARG
COMUNICACIÓN DE RECUPERO,2018-04-25,2015-07-21,17007,SALTA Nº 3,Salta,Protocolo 21,2015.0,5.0,SEDAN 5 PUERTAS,112,RENAULT,A11,NUEVO SANDERO EXPRESSION PACK,1.0,Privado,Jurídica,CORONEL MOLDES,SALTA,No aplica,2010.0,No aplica,100,66,
COMUNICACIÓN DE RECUPERO,2018-04-03,2010-09-29,17009,SALTA Nº 5,Salta,Nacional,2010.0,20.0,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0 D,1.0,Privado,Física,SALTA,SALTA,Masculino,1967.0,Argentina,50,66,ARG
COMUNICACIÓN DE RECUPERO,2018-04-05,2014-01-22,21016,ROSARIO Nº 04,Santa Fe,Importado,2014.0,2.0,SEDAN 4 PUERTAS,130,TOYOTA,703,COROLLA XEI 1.8 M/T,1.0,Privado,Jurídica,ROSARIO,SANTA FE,No aplica,1963.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2018-04-05,2005-03-10,21034,SUNCHALES,Santa Fe,Protocolo 21,2005.0,11.0,PICK UP,024,CHEVROLET,323,S10 2.8 T.I.(CABINA DOBLE),1.0,Privado,Jurídica,SUNCHALES,SANTA FE,No aplica,1946.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2018-04-16,1999-05-13,21045,ROSARIO Nº 10,Santa Fe,Importado,1999.0,30.0,FURGONETA,047,FORD,395,COURIER,1.0,Privado,Física,ROSARIO,SANTA FE,Femenino,1949.0,Argentina,100,82,ARG
