tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio
COMUNICACIÓN DE RECUPERO,2018-05-28,2011-01-14,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-28,1998-09-08,LA PLATA Nº 07,Buenos Aires,Importado,1998.0,FAMILIAR,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-30,2017-02-23,LA PLATA Nº 07,Buenos Aires,Importado,2017.0,SEDAN 5 PUERTAS,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-17,1972-05-22,MORON Nº 07,Buenos Aires,Nacional,,CHASIS C/CABINA,FORD,Privado,Física,MORON,BUENOS AIRES,Masculino,1973.0,ESTADOS UNIDOS,1
COMUNICACIÓN DE RECUPERO,2018-05-07,2013-07-26,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Importado,2013.0,TODO TERRENO,VOLKSWAGEN,Privado,Física,CASTELAR,BUENOS AIRES,Femenino,1971.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-09,1999-09-27,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,1999.0,SEDAN 3 PTAS,FIAT,Privado,Física,MORON,BUENOS AIRES,Masculino,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-21,2012-03-30,PILAR Nº 2,Buenos Aires,Protocolo 21,2012.0,TODO TERRENO,RENAULT,Privado,Física,PILAR,BUENOS AIRES,Masculino,1973.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-31,1999-07-19,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Nacional,1999.0,SEDAN 2 PTAS,FIAT,Privado,Física,EZEIZA,BUENOS AIRES,Masculino,1995.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-04,2011-06-22,LA MATANZA Nº 09,Buenos Aires,Importado,2011.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1984.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-17,2012-09-12,LANUS Nº 7,Buenos Aires,Protocolo 21,2012.0,SEDAN 5 PTAS,RENAULT,Privado,Física,LANUS,BUENOS AIRES,No identificado,1971.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-04,2013-01-16,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,2013.0,SEDAN 4 PTAS,RENAULT,Privado,Física,VILLA FIORITO,BUENOS AIRES,Masculino,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-31,2013-01-29,QUILMES Nº 8,Buenos Aires,Nacional,2013.0,SEDAN 4 PUERTAS,FIAT,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1948.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-22,2013-07-24,JOSE C. PAZ Nº 1,Buenos Aires,Nacional,2013.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Física,JOSE C. PAZ,BUENOS AIRES,Masculino,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-03,2006-10-20,BERAZATEGUI Nº 4,Buenos Aires,Nacional,2006.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1985.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-28,2011-09-02,LA PLATA Nº 11,Buenos Aires,Importado,2011.0,SEDAN 5 PTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-10,2009-02-26,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Nacional,2009.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,MORENO,BUENOS AIRES,Femenino,1977.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-02,2017-03-07,LOMAS DE ZAMORA Nº 8,Buenos Aires,Nacional,2017.0,SEDAN 5 PUERTAS,FORD,Privado,Física,TEMPERLEY,BUENOS AIRES,Masculino,1966.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-05-11,2016-05-30,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Protocolo 21,2016.0,RURAL 5 PUERTAS,RENAULT,Privado,Física,GRAL RODRIGUEZ,BUENOS AIRES,Masculino,1962.0,PERU,1
COMUNICACIÓN DE RECUPERO,2018-05-17,2013-12-03,MORENO Nº 3,Buenos Aires,Protocolo 21,2013.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Física,MORENO,BUENOS AIRES,Masculino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-17,1992-11-23,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,1992.0,SEDAN 4 PTAS,RENAULT,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-14,2011-09-20,ZARATE Nº 3,Buenos Aires,Protocolo 21,2011.0,RURAL 5 PTAS,CITROEN,Privado,Física,ZARATE,BUENOS AIRES,Masculino,1977.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-07,2017-04-27,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2017.0,FURGONETA,FIAT,Privado,Física,EL JAGÜEL,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-11,2007-07-16,EZEIZA Nº 2,Buenos Aires,Importado,2007.0,TODO TERRENO,HYUNDAI,Privado,Física,LA UNION,BUENOS AIRES,Masculino,1969.0,PARAGUAY,1
COMUNICACIÓN DE RECUPERO,2018-05-03,2012-10-22,CAPITAL FEDERAL Nº 006,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 4 PUERTAS,HONDA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-23,2016-10-27,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2018.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,2014-10-30,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1990.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-07,2006-06-01,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Nacional,2006.0,SEDAN 4 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-16,2017-09-04,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 5 PUERTAS,CITROEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1997.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-04,2010-11-05,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Bs.As.,Nacional,2010.0,SEDAN 4 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1961.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-15,2014-12-02,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,FORD,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1986.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-28,1998-11-19,CAPITAL FEDERAL Nº 024,Ciudad Autónoma de Bs.As.,Nacional,1998.0,SEDAN 2 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-18,2017-10-12,CAPITAL FEDERAL Nº 026,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1984.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-04,1993-01-15,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Importado,1993.0,SEDAN 4 PUERTAS,HONDA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-03,2012-12-17,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Importado,2012.0,SEDAN 5 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-15,2011-05-23,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-10,2016-07-14,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,RURAL 5 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-10,2017-02-16,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-08,2014-02-03,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-28,2013-05-14,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 4 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-14,2011-09-12,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1981.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-28,2010-05-26,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-10,1991-01-18,CAPITAL FEDERAL Nº 042,Ciudad Autónoma de Bs.As.,Nacional,1991.0,FAMILIAR,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1999.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-18,2016-11-23,CAPITAL FEDERAL Nº 046,Ciudad Autónoma de Bs.As.,Nacional,2016.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,2012-10-01,CAPITAL FEDERAL Nº 047,Ciudad Autónoma de Bs.As.,Nacional,2012.0,FURGON,CITROEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1986.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-17,2004-04-30,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Nacional,2004.0,PICK-UP,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1928.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-30,2012-01-31,CAPITAL FEDERAL Nº 053,Ciudad Autónoma de Bs.As.,Importado,2012.0,TODO TERRENO,NISSAN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1912.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-23,1999-03-16,CAPITAL FEDERAL Nº 057,Ciudad Autónoma de Bs.As.,Importado,1999.0,SEDAN 4 PTAS,MITSUBISHI,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1979.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-30,2012-06-25,CAPITAL FEDERAL Nº 056,Ciudad Autónoma de Bs.As.,Nacional,2012.0,FURGON,MERCEDES BENZ,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-30,2011-11-09,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1959.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-05-10,2014-06-26,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-11,1997-10-17,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Importado,1997.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-14,2014-08-29,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-17,2011-08-03,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 5 PTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-15,2013-01-22,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,2011-08-30,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 5 PTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-31,2015-06-05,CAPITAL FEDERAL Nº 063,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1947.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-31,2015-06-05,CAPITAL FEDERAL Nº 064,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 5 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,2013-08-21,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-31,2005-09-08,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,RURAL 5 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-17,2011-08-26,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Importado,2011.0,SEDAN 5 PTAS,SUBARU,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-16,2005-03-21,CAPITAL FEDERAL Nº 075,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1996.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,2014-08-07,CAPITAL FEDERAL Nº 076,Ciudad Autónoma de Bs.As.,Nacional,2014.0,PICK-UP,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1931.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,1999-01-20,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Protocolo 21,1999.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-15,1999-09-28,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Protocolo 21,1999.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1987.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-03,2009-06-30,CAPITAL FEDERAL Nº 073,Ciudad Autónoma de Bs.As.,Nacional,2009.0,SEDAN 4 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-04,2014-08-15,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-14,2014-05-14,CAPITAL FEDERAL Nº 089,Ciudad Autónoma de Bs.As.,Nacional,2014.0,FURGON,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2005.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-31,2000-04-28,CAPITAL FEDERAL Nº 090,Ciudad Autónoma de Bs.As.,Nacional,2000.0,SEDAN 4 PTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1952.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-08,2012-03-13,CAPITAL FEDERAL Nº 091,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1975.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-07,2008-07-18,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2008.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-08,2011-05-31,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-23,2011-09-07,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-24,2006-02-17,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1996.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-24,2015-05-21,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,PICK-UP CABINA DOBLE,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1996.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-21,2005-08-01,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2003.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1996.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-21,2015-02-05,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-28,2005-09-05,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-29,2015-11-11,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-28,2008-02-25,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Importado,2008.0,SEDAN 4 PTAS,BMW,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-22,2015-10-02,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-15,2010-05-17,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Nacional,2010.0,PICK-UP,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1923.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-24,2014-05-12,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,RURAL 5 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-11,2006-08-31,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Nacional,2006.0,SEDAN 4 PTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-28,1996-12-23,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Importado,1996.0,SEDAN 2 PTAS,BMW,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-03,2006-01-04,CORDOBA Nº 01,Córdoba,Nacional,2006.0,FAMILIAR,RENAULT,Privado,Jurídica,CORDOBA,CORDOBA,No identificado,1992.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-05-21,2004-09-07,CORDOBA Nº 03,Córdoba,Nacional,2004.0,SEDAN 3 PUERTAS,CHEVROLET,Privado,Física,CORDOBA,CORDOBA,Femenino,1994.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-17,1999-07-05,VILLA MARIA Nº 2,Córdoba,Nacional,1999.0,SEDAN 5 PUERTAS,FIAT,Privado,Física,VILLA MARIA,CORDOBA,Femenino,1962.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-05-30,2007-05-04,CORDOBA Nº 10,Córdoba,Nacional,2007.0,SEDAN 5 PTAS,CHEVROLET,Privado,Jurídica,CAPITAL FEDERAL,CORDOBA,No identificado,1919.0,NO IDENTIFICADO,1
